StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1003,15,0,2,3,4.21056976881226,26,0,2,0,0,0,0,0.1126022544661815,4.0
1005,17,1,0,2,4.6724952729713305,17,1,3,0,0,0,0,1.2880611817953875,4.0
1006,18,0,0,1,8.191218545250186,0,0,1,1,0,0,0,3.0841836144863937,1.0
1009,17,0,0,0,4.562007558047703,1,0,2,0,1,0,1,2.896819189513569,2.0
1012,17,0,0,1,7.59848581924029,15,0,2,0,0,0,1,1.5595945190402771,4.0
1016,15,0,0,2,9.728100710723565,17,1,0,0,1,0,0,1.3415207165346672,4.0
1018,18,1,0,0,3.5282382085577235,16,1,2,0,0,0,0,1.3844041756940335,4.0
1021,16,1,0,3,2.621597234094062,2,0,3,0,0,0,1,2.778411299920653,2.0
1025,18,1,0,1,7.380354648223455,15,0,2,0,0,0,0,1.5051556220362858,4.0
1026,16,1,0,3,2.7103374712150807,5,0,4,0,0,1,0,2.977851918315743,2.0
1028,16,1,0,3,2.2521845869844137,8,0,3,0,0,1,0,2.145204720467192,3.0
1030,18,0,0,2,3.67159254710292,20,0,3,1,0,0,0,1.519441725815139,4.0
1031,15,0,2,2,5.055317199023282,12,1,0,0,1,0,0,1.727120309522409,4.0
1032,15,0,0,3,8.132730537699409,17,0,4,0,0,0,1,1.8475354711387904,4.0
1033,18,0,0,3,7.663289371182516,25,0,1,0,1,0,0,0.3846169728564877,4.0
1035,16,0,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,4.0
1036,15,0,3,1,3.415365200066738,23,0,1,0,0,0,0,0.2614722600507521,4.0
1037,18,0,0,1,5.344197909721482,26,1,1,0,0,0,0,0.2182848568210317,4.0
1039,15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,3.0189058584279675,1.0
1046,18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.515300272256249,2.0
1047,18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.5637654300150947,2.0
1048,17,0,0,2,6.04553400992897,15,0,2,0,0,0,0,1.7036118032323682,4.0
1052,16,1,2,0,2.200354422550872,12,1,1,1,0,1,0,1.9863780592187463,4.0
1054,18,0,0,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,4.0
1055,17,0,0,0,0.1862058152470735,29,1,2,1,1,0,0,0.7562591665741925,4.0
1056,18,0,0,1,8.847874814963872,25,0,2,0,1,0,0,0.8027695392342074,4.0
1057,18,1,0,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,4.0
1059,17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.61383869367367,2.0
1060,15,1,3,0,9.468698671880976,23,0,3,0,1,0,0,0.9290125546259368,4.0
1064,15,0,0,1,8.680977369563614,8,0,2,0,1,0,0,2.3858282190764624,3.0
1067,18,0,0,4,2.3951993286439444,23,0,3,0,1,0,0,1.0396238791477144,4.0
1069,18,1,3,2,5.690239194848883,21,1,3,0,0,1,0,1.3299645378768772,4.0
1070,16,1,2,1,0.941223957538948,1,0,4,0,0,1,0,3.283916521897384,1.0
1073,15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2.0
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.734401494419992,2.0
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3.0
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3.0
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,4.0
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0.0
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4.0
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4.0
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139088,4.0
1119,18,1,0,1,3.214266983819713,26,0,3,0,1,0,0,0.6193509314675341,4.0
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.17490279620988,3.0
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.974406014911044,2.0
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,4.0
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1.0
